fold,epoch,train_loss,train_acc,val_loss,val_acc
3.0,0.0,0.9692954683134741,0.5748888888888889,0.9335250370204449,0.602
3.0,1.0,0.9269617787489655,0.6122222222222222,0.9082241281867027,0.628
3.0,2.0,0.9012454541016978,0.6395555555555555,0.8732339031994343,0.676
3.0,3.0,0.8832773337972925,0.6635555555555556,0.8581083118915558,0.708
3.0,4.0,0.8671466095227722,0.6813333333333333,0.8559853993356228,0.682
3.0,5.0,0.855861892091467,0.6928888888888889,0.841528307646513,0.698
3.0,6.0,0.8458104315378987,0.7044444444444444,0.8248985633254051,0.738
3.0,7.0,0.8370392263358366,0.7157777777777777,0.8240556828677654,0.716
3.0,8.0,0.8330761080092572,0.7202222222222222,0.8121539354324341,0.75
3.0,9.0,0.8261579723222882,0.7286666666666667,0.8068695403635502,0.76
3.0,10.0,0.8236947545768522,0.7275555555555555,0.8110705502331257,0.738
3.0,11.0,0.818821998775428,0.7317777777777777,0.8043304570019245,0.758
3.0,12.0,0.8145472250931652,0.7377777777777778,0.7996844239532948,0.768
3.0,13.0,0.8136356912606152,0.7386666666666667,0.817237488925457,0.722
3.0,14.0,0.8102755229523841,0.742,0.7964705526828766,0.762
3.0,15.0,0.8081681563499126,0.7455555555555555,0.7943091690540314,0.776
3.0,16.0,0.8068819401112008,0.7451111111111111,0.8023633360862732,0.748
3.0,17.0,0.8057212474498343,0.7455555555555555,0.8087704367935658,0.742
3.0,18.0,0.8019932732514455,0.7493333333333333,0.7893937602639198,0.774
3.0,19.0,0.8000466886987078,0.7535555555555555,0.7907019518315792,0.762
3.0,20.0,0.7979964930960473,0.7526666666666667,0.7917819730937481,0.764
3.0,21.0,0.7961484684166333,0.7595555555555555,0.788709182292223,0.764
3.0,22.0,0.79633998997668,0.7546666666666667,0.7886305600404739,0.766
3.0,23.0,0.7944929198170385,0.7595555555555555,0.7977340631186962,0.752
3.0,24.0,0.7920014443972432,0.7615555555555555,0.7932520247995853,0.77
3.0,25.0,0.7911182908301658,0.7595555555555555,0.7844131030142307,0.762
3.0,26.0,0.7899018703623021,0.7624444444444445,0.7921933233737946,0.752
3.0,27.0,0.7896733448860493,0.7635555555555555,0.7897382229566574,0.764
3.0,28.0,0.7866701728908728,0.7675555555555555,0.7837940044701099,0.772
3.0,29.0,0.7879168522273395,0.7651111111111111,0.7817338146269321,0.778
