fold,epoch,train_loss,train_acc,val_loss,val_acc
1.0,0.0,0.966658131873354,0.5842222222222222,0.9571678973734379,0.574
1.0,1.0,0.9265419519539421,0.6122222222222222,0.9231754243373871,0.596
1.0,2.0,0.9036581393674756,0.6397777777777778,0.8845038563013077,0.68
1.0,3.0,0.8870661706789166,0.66,0.8649081289768219,0.692
1.0,4.0,0.8716858494366314,0.6773333333333333,0.8480291292071342,0.712
1.0,5.0,0.8600558427208704,0.6871111111111111,0.8342636749148369,0.714
1.0,6.0,0.8493128833195842,0.7026666666666667,0.8234702907502651,0.734
1.0,7.0,0.8419913450876871,0.7157777777777777,0.8202569894492626,0.722
1.0,8.0,0.8359670034537079,0.7173333333333334,0.8114722855389118,0.746
1.0,9.0,0.8299420289959468,0.7217777777777777,0.8071454167366028,0.758
1.0,10.0,0.8236236817447852,0.732,0.8031789511442184,0.756
1.0,11.0,0.8187493360634391,0.736,0.7977180927991867,0.756
1.0,12.0,0.8213489723543749,0.7304444444444445,0.799209289252758,0.746
1.0,13.0,0.8146171806551886,0.7362222222222222,0.7929078191518784,0.758
1.0,14.0,0.8126843571662903,0.7415555555555555,0.7979995235800743,0.744
1.0,15.0,0.809872160566614,0.74,0.792476337403059,0.758
1.0,16.0,0.8070637414641414,0.7455555555555555,0.7944637127220631,0.756
1.0,17.0,0.8053432106971741,0.7506666666666667,0.7990462966263294,0.74
1.0,18.0,0.8017265264024126,0.756,0.7991266436874866,0.75
1.0,19.0,0.8031586218387523,0.7482222222222222,0.7872717306017876,0.76
1.0,20.0,0.799162488457159,0.7537777777777778,0.7865480147302151,0.76
1.0,21.0,0.7977566313236317,0.754,0.792727418243885,0.754
1.0,22.0,0.7962244254477481,0.7566666666666667,0.7854810319840908,0.772
1.0,23.0,0.7968987196895247,0.7591111111111111,0.7887672074139118,0.758
1.0,24.0,0.7940274675687155,0.758,0.7859045080840588,0.764
1.0,25.0,0.7939340290448345,0.7591111111111111,0.7841381840407848,0.756
1.0,26.0,0.7906245830211234,0.7624444444444445,0.7821661867201328,0.76
1.0,27.0,0.7896606977104296,0.7671111111111111,0.7812390513718128,0.778
1.0,28.0,0.7896245354456259,0.7642222222222222,0.7810285948216915,0.772
1.0,29.0,0.7885265333432678,0.7646666666666667,0.7843099310994148,0.77
