fold,epoch,train_loss,train_acc,val_loss,val_acc
2.0,0.0,0.9621166388193766,0.5831111111111111,0.9295170344412327,0.612
2.0,1.0,0.9183228311809242,0.6204444444444445,0.89732950553298,0.646
2.0,2.0,0.8916518738929261,0.6544444444444445,0.876696765422821,0.65
2.0,3.0,0.876970648342836,0.6711111111111111,0.8698528558015823,0.674
2.0,4.0,0.8632456199497196,0.6831111111111111,0.8623924814164639,0.698
2.0,5.0,0.8574558834657602,0.6897777777777778,0.8393169604241848,0.71
2.0,6.0,0.8447343884630406,0.7031111111111111,0.8616839572787285,0.674
2.0,7.0,0.8374543004002132,0.7108888888888889,0.8292084038257599,0.726
2.0,8.0,0.8332105570651115,0.7124444444444444,0.8343140669167042,0.712
2.0,9.0,0.8232195115258508,0.7284444444444444,0.8308775573968887,0.708
2.0,10.0,0.8246292446522002,0.7268888888888889,0.8308041989803314,0.7
2.0,11.0,0.8204705034587401,0.7331111111111112,0.8257410153746605,0.71
2.0,12.0,0.8147510945374239,0.7411111111111112,0.8141582272946835,0.746
2.0,13.0,0.8138717827222026,0.7377777777777778,0.8176134675741196,0.726
2.0,14.0,0.8106830255359623,0.742,0.816003255546093,0.742
2.0,15.0,0.8073636952866899,0.7468888888888889,0.8174149394035339,0.742
2.0,16.0,0.8069509923035372,0.7475555555555555,0.8138717450201511,0.74
2.0,17.0,0.8036546880471791,0.7495555555555555,0.806304506957531,0.76
2.0,18.0,0.8004440081880447,0.7535555555555555,0.8075859621167183,0.748
2.0,19.0,0.8006222818760161,0.7495555555555555,0.8147767372429371,0.724
2.0,20.0,0.8011140455590918,0.75,0.8076589666306973,0.74
2.0,21.0,0.7961829997969012,0.7606666666666667,0.8066860027611256,0.754
2.0,22.0,0.7975050891544802,0.7573333333333333,0.8064661398530006,0.752
2.0,23.0,0.7936283455672839,0.76,0.8023605719208717,0.744
2.0,24.0,0.7913119890165667,0.7628888888888888,0.8083871230483055,0.752
2.0,25.0,0.7887531070844501,0.7655555555555555,0.8006257191300392,0.75
2.0,26.0,0.7887047981539517,0.7642222222222222,0.8018571436405182,0.746
2.0,27.0,0.7888952265394494,0.7637777777777778,0.8046221286058426,0.748
2.0,28.0,0.7875697008261444,0.7617777777777778,0.7972274497151375,0.758
2.0,29.0,0.7836130570012627,0.766,0.8017235547304153,0.754
