fold,epoch,train_loss,train_acc,val_loss,val_acc
8.0,0.0,0.9700005248928747,0.5786666666666667,0.9473858028650284,0.588
8.0,1.0,0.9266532050802353,0.6082222222222222,0.9296212308108807,0.616
8.0,2.0,0.8984966658531351,0.6493333333333333,0.903764508664608,0.652
8.0,3.0,0.8817436479507609,0.6662222222222223,0.8916579149663448,0.652
8.0,4.0,0.8656870266224476,0.6828888888888889,0.8819030933082104,0.668
8.0,5.0,0.8539927301677406,0.6962222222222222,0.8722177892923355,0.668
8.0,6.0,0.8437644805468566,0.7091111111111111,0.8633059747517109,0.666
8.0,7.0,0.834959348042806,0.7151111111111111,0.8597575128078461,0.696
8.0,8.0,0.8291373675596629,0.7235555555555555,0.8582261838018894,0.702
8.0,9.0,0.824440967529378,0.7291111111111112,0.8553581163287163,0.698
8.0,10.0,0.826580247980483,0.722,0.8529065139591694,0.702
8.0,11.0,0.8157237248217806,0.74,0.8656464591622353,0.668
8.0,12.0,0.8148932875470912,0.734,0.8573532812297344,0.684
8.0,13.0,0.8124006128480249,0.7408888888888889,0.8422721214592457,0.7
8.0,14.0,0.8097639980045617,0.7408888888888889,0.8458208031952381,0.7
8.0,15.0,0.8063427860855211,0.7477777777777778,0.8425962291657925,0.712
8.0,16.0,0.806522288643722,0.7457777777777778,0.8390587344765663,0.698
8.0,17.0,0.8064192347492732,0.7462222222222222,0.8374391719698906,0.738
8.0,18.0,0.801798054512511,0.7473333333333333,0.8494605161249638,0.686
8.0,19.0,0.8018346737462578,0.7488888888888889,0.8376458622515202,0.696
8.0,20.0,0.7993454370938294,0.7542222222222222,0.8406986743211746,0.702
8.0,21.0,0.7985478605784423,0.7573333333333333,0.8370604962110519,0.72
8.0,22.0,0.7960352605961739,0.7588888888888888,0.8339700326323509,0.72
8.0,23.0,0.7950685413171213,0.7564444444444445,0.8370517827570438,0.716
8.0,24.0,0.7939411642703604,0.7593333333333333,0.8315513916313648,0.71
8.0,25.0,0.7928105550454864,0.7617777777777778,0.8291664943099022,0.718
8.0,26.0,0.789972981662615,0.7646666666666667,0.8477122187614441,0.694
8.0,27.0,0.7892771900122892,0.7642222222222222,0.8316316790878773,0.726
8.0,28.0,0.7892596320057592,0.7633333333333333,0.8477809056639671,0.688
8.0,29.0,0.7887863165943335,0.7635555555555555,0.850364200770855,0.69
