fold,epoch,train_loss,train_acc,val_loss,val_acc
4.0,0.0,0.9790954754707661,0.5697777777777778,0.902735710144043,0.654
4.0,1.0,0.9257237623769341,0.61,0.8998224101960659,0.666
4.0,2.0,0.8981816755964401,0.6515555555555556,0.869811724871397,0.676
4.0,3.0,0.8801858788686441,0.6717777777777778,0.8740808963775635,0.664
4.0,4.0,0.8668915604023223,0.6833333333333333,0.8519612848758698,0.698
4.0,5.0,0.8569790915394506,0.6913333333333334,0.8546444736421108,0.702
4.0,6.0,0.8431504229281811,0.7084444444444444,0.8522955663502216,0.69
4.0,7.0,0.8368785943545348,0.7095555555555556,0.8476112447679043,0.702
4.0,8.0,0.8289227126337958,0.7231111111111111,0.8418428376317024,0.696
4.0,9.0,0.8263943626525554,0.7291111111111112,0.8261499218642712,0.732
4.0,10.0,0.8205996434739296,0.736,0.8460982404649258,0.694
4.0,11.0,0.8180286567261879,0.7371111111111112,0.8315044268965721,0.718
4.0,12.0,0.8145155555813025,0.7362222222222222,0.8256370276212692,0.718
4.0,13.0,0.809997169684011,0.7417777777777778,0.8381431438028812,0.696
4.0,14.0,0.8090951079172446,0.744,0.818337868899107,0.726
4.0,15.0,0.8075615750982407,0.7455555555555555,0.8226124234497547,0.726
4.0,16.0,0.8102781256885393,0.7366666666666667,0.8279460817575455,0.712
4.0,17.0,0.8057610751889276,0.7473333333333333,0.8205294758081436,0.72
4.0,18.0,0.8026785093841823,0.752,0.8265562020242214,0.712
4.0,19.0,0.798541174712756,0.758,0.8202214129269123,0.722
4.0,20.0,0.7987575788869925,0.7546666666666667,0.8164498172700405,0.738
4.0,21.0,0.7961444220644363,0.7606666666666667,0.8163712806999683,0.74
4.0,22.0,0.7938441697587358,0.7602222222222222,0.8093182183802128,0.746
4.0,23.0,0.7935012557827834,0.7595555555555555,0.8249942362308502,0.714
4.0,24.0,0.7922539123406647,0.7617777777777778,0.8070457316935062,0.746
4.0,25.0,0.7905802506927058,0.7604444444444445,0.8089521192014217,0.738
4.0,26.0,0.7892798430530737,0.7633333333333333,0.8118155635893345,0.732
4.0,27.0,0.7873044415568629,0.7704444444444445,0.7953161373734474,0.75
4.0,28.0,0.7898728872867341,0.7664444444444445,0.8131164573132992,0.738
4.0,29.0,0.786369357125979,0.7668888888888888,0.8040833547711372,0.742
