fold,epoch,train_loss,train_acc,val_loss,val_acc
6.0,0.0,0.9666826298050847,0.582,0.9405398853123188,0.58
6.0,1.0,0.9195459734463522,0.6206666666666667,0.9157660640776157,0.62
6.0,2.0,0.8932533801024687,0.6582222222222223,0.9078145548701286,0.616
6.0,3.0,0.8813088654626345,0.6662222222222223,0.8979230709373951,0.636
6.0,4.0,0.8672187087383676,0.6813333333333333,0.8842813707888126,0.656
6.0,5.0,0.860550582831633,0.684,0.8697370663285255,0.68
6.0,6.0,0.8483391251969845,0.7017777777777777,0.862456526607275,0.7
6.0,7.0,0.8400322879459841,0.7082222222222222,0.8569425381720066,0.692
6.0,8.0,0.8311029347122139,0.7177777777777777,0.8485465981066227,0.688
6.0,9.0,0.8281181129157966,0.7233333333333334,0.8403944335877895,0.712
6.0,10.0,0.8199986189815169,0.7335555555555555,0.848250687122345,0.704
6.0,11.0,0.8157073462263067,0.7375555555555555,0.8378748707473278,0.71
6.0,12.0,0.8148919284766447,0.7337777777777778,0.8410244844853878,0.706
6.0,13.0,0.8095484096953209,0.7417777777777778,0.8335899896919727,0.72
6.0,14.0,0.8062777764408301,0.744,0.8497281707823277,0.69
6.0,15.0,0.8065173630173325,0.7471111111111111,0.8275532275438309,0.728
6.0,16.0,0.8039992887077602,0.7468888888888889,0.8322343342006207,0.732
6.0,17.0,0.8025000184140307,0.7528888888888889,0.8287944607436657,0.72
6.0,18.0,0.7993757116033676,0.7551111111111111,0.8299401961266994,0.73
6.0,19.0,0.8014274767950071,0.746,0.8289132006466389,0.716
6.0,20.0,0.796701913607036,0.7571111111111111,0.8249196968972683,0.73
6.0,21.0,0.7948049907143234,0.7595555555555555,0.8281478993594646,0.728
6.0,22.0,0.7927210893191344,0.7597777777777778,0.8230947069823742,0.736
6.0,23.0,0.7914275404409314,0.7626666666666667,0.8334036357700825,0.716
6.0,24.0,0.790312556933004,0.7637777777777778,0.8260868452489376,0.724
6.0,25.0,0.7894426541970977,0.7624444444444445,0.8233601897954941,0.726
6.0,26.0,0.7868249847533855,0.7637777777777778,0.8318807482719421,0.73
6.0,27.0,0.7869387218292724,0.7615555555555555,0.82564777135849,0.728
6.0,28.0,0.7868827670178515,0.7662222222222222,0.8261429890990257,0.722
6.0,29.0,0.7834923783092634,0.7717777777777778,0.8312722332775593,0.706
